gene	log2FC	pval	padj
MPP7	0.16140812073052957	0.0004547330155695428	0.009588793646876197
CCND1	-0.2348702934754343	0.0004547330155695428	0.009588793646876197
C9orf40	0.08607766358398794	0.0004547330155695428	0.009588793646876197
H2BC12L	-0.04839663169216957	0.00046217537838222204	0.009726718236330145
MAPKAPK2	-0.1555866843988496	0.00046217537838222204	0.009726718236330145
RER1	-0.12723902895933925	0.00046217537838222204	0.009726718236330145
F3	-0.2245000398349002	0.0004697312664003777	0.009821874438531927
PRMT7	0.0809337924016742	0.0004697312664003777	0.009821874438531927
RAB9A	-0.10456943350623082	0.0004697312664003777	0.009821874438531927
PDP1	-0.24344757532828298	0.0004697312664003777	0.009821874438531927
DDX60L	-0.20422788633146172	0.0004697312664003777	0.009821874438531927
AMPD3	-0.0790304137435982	0.0004697312664003777	0.009821874438531927
JPH1	-0.09710819011655558	0.0004697312664003777	0.009821874438531927
SNCAIP-AS3	0.11039493204442263	0.0004697312664003777	0.009821874438531927
ADH1C	0.6077930446793003	0.0004697312664003777	0.009821874438531927
RNU2-11P	0.13241728369735745	0.0004697312664003777	0.009821874438531927
TUBA1C	-0.21988699039893556	0.00047740226795746577	0.009924570718848589
CMPK1	-0.1934530566461934	0.00047740226795746577	0.009924570718848589
CCDC71L	0.07694947353571768	0.00047740226795746577	0.009924570718848589
ADAMTSL4-AS1	-0.06363571915293542	0.00047740226795746577	0.009924570718848589
RN7SL732P	-0.0930664946612024	0.00047740226795746577	0.009924570718848589
RFFL	-0.1970048436880334	0.00047740226795746577	0.009924570718848589
NOSTRIN	-0.14124780491794353	0.00047740226795746577	0.009924570718848589
SMIM8	0.044190232920789496	0.00047740226795746577	0.009924570718848589
ADTRP	0.39414318087960476	0.00047740226795746577	0.009924570718848589
RTN4IP1	0.14288103573142696	0.0004851899912494772	0.0100220993214825
SCO1	0.13293073869197825	0.0004851899912494772	0.0100220993214825
ZNF296	0.057221155080544484	0.0004851899912494772	0.0100220993214825
FNTB	-0.08257041361166495	0.0004851899912494772	0.0100220993214825
MAN1B1-DT	0.05107057928561065	0.0004851899912494772	0.0100220993214825
ZNF488	-0.10939847044696194	0.0004851899912494772	0.0100220993214825
TMEM181	-0.1524809654493846	0.0004851899912494772	0.0100220993214825
NDUFA5	0.14460141847841435	0.0004851899912494772	0.0100220993214825
LINC01342	0.06829655200478435	0.0004851899912494772	0.0100220993214825
ACAD10	0.10701768796652855	0.0004851899912494772	0.0100220993214825
MT-TK	0.046574700099643596	0.0004930960645464984	0.01015947384929412
CYB5R3	-0.13484654883326286	0.0004930960645464984	0.01015947384929412
KRI1	0.09972457162164217	0.0004930960645464984	0.01015947384929412
PTGES3	0.12247655689135373	0.0004930960645464984	0.01015947384929412
SYT8	-0.09490177939642941	0.0005011221364059787	0.010272527746161317
PTPN13	-0.09833699903268833	0.0005011221364059787	0.010272527746161317
SNRNP70	0.124589759106843	0.0005011221364059787	0.010272527746161317
LINC00938	0.03783008909663588	0.0005011221364059787	0.010272527746161317
IL18	-0.1748648151796246	0.0005011221364059787	0.010272527746161317
MPZL3	-0.0968396739179802	0.0005011221364059787	0.010272527746161317
PHETA1	-0.11107612009943124	0.0005011221364059787	0.010272527746161317
DRAIC	0.06806788802123798	0.0005011221364059787	0.010272527746161317
NDUFA10	0.20891824536153303	0.0005092698758877111	0.010426342405270989
LINC00239	-0.0763904594045488	0.0005092698758877111	0.010426342405270989
EVI2B	-0.15973122843866427	0.00051754097277053	0.01050926361771425
GALNT2	-0.09667756121453275	0.00051754097277053	0.01050926361771425
CNN3-DT	0.08479008506646579	0.00051754097277053	0.01050926361771425
SSTR5-AS1	-0.2732351691156627	0.00051754097277053	0.01050926361771425
LIMCH1	-0.1392251572017129	0.00051754097277053	0.01050926361771425
TMEM231	-0.1444241786388556	0.00051754097277053	0.01050926361771425
GLTPD2	-0.082019420548474	0.00051754097277053	0.01050926361771425
SYNM	0.0611112663955542	0.00051754097277053	0.01050926361771425
KCNE3	-0.14543653913249655	0.00051754097277053	0.01050926361771425
SFRP1	0.15150851877750116	0.00051754097277053	0.01050926361771425
TMED2	-0.20755429142718462	0.00051754097277053	0.01050926361771425
MISP3	0.14497098353676585	0.00051754097277053	0.01050926361771425
PKDREJ	0.07473654864497403	0.00051754097277053	0.01050926361771425
CTTN	-0.19528633465151612	0.0005259371377707356	0.010646362273522933
PHLDA1-AS1	-0.2477111592509489	0.0005259371377707356	0.010646362273522933
SOD3	-0.1934813235639783	0.0005259371377707356	0.010646362273522933
ARCN1	-0.0956116882339062	0.0005259371377707356	0.010646362273522933
WSB2	-0.2014903828141481	0.0005259371377707356	0.010646362273522933
KANSL1L	-0.06664233102605	0.0005344601027622472	0.01073164057457098
SIDT1	-0.1714881618910682	0.0005344601027622472	0.01073164057457098
RIPK2	-0.029485300723152363	0.0005344601027622472	0.01073164057457098
CXCL12	0.14511657889407759	0.0005344601027622472	0.01073164057457098
RAB11FIP4	-0.12623110416198013	0.0005344601027622472	0.01073164057457098
RSPRY1	-0.13878459478998106	0.0005344601027622472	0.01073164057457098
MYH13	0.1756727757585398	0.0005344601027622472	0.01073164057457098
ZNF865	0.10481441862052177	0.0005344601027622472	0.01073164057457098
MYEF2	0.07880928005765497	0.0005344601027622472	0.01073164057457098
ATP5F1A	0.13115864888588513	0.0005344601027622472	0.01073164057457098
ABL1	0.13396282370945878	0.0005344601027622472	0.01073164057457098
LIAS	0.062300368780784154	0.0005344601027622472	0.01073164057457098
LINC01844	-0.1770103621423414	0.0005344601027622472	0.01073164057457098
ECI1-AS1	0.03545656116291873	0.000543111620998489	0.010878364448316271
SOCS2	0.06471413332834541	0.000543111620998489	0.010878364448316271
GLUL	-0.26074233842584205	0.000543111620998489	0.010878364448316271
BCAS1	-0.2231788201109146	0.000543111620998489	0.010878364448316271
LINC03052	0.08098668770832651	0.000551893467336022	0.010966045273623302
ACVR1C	0.12020262603641729	0.000551893467336022	0.010966045273623302
MUC2	-0.2561558781305848	0.000551893467336022	0.010966045273623302
NEFM	0.17156522620721248	0.000551893467336022	0.010966045273623302
ANO1	-0.19543154884172687	0.000551893467336022	0.010966045273623302
STMN2	0.06578107566706537	0.000551893467336022	0.010966045273623302
CHD1L	-0.11707182149775464	0.000551893467336022	0.010966045273623302
GPALPP1	0.04937767036543583	0.000551893467336022	0.010966045273623302
MDH1	0.1972012778937482	0.000551893467336022	0.010966045273623302
CYP3A4	-0.2772626302898744	0.000551893467336022	0.010966045273623302
TENT4B	0.08040812445282275	0.000551893467336022	0.010966045273623302
TDRD3	0.055508428900437945	0.000551893467336022	0.010966045273623302
VWDE	0.1547867057072877	0.000551893467336022	0.010966045273623302
LAPTM4B	0.20225481649548116	0.0005608074384599169	0.011115869668138757
RAB37	-0.14295562894463143	0.0005608074384599169	0.011115869668138757
TOP6BL	-0.07782774285699756	0.0005608074384599169	0.011115869668138757
DHDDS	-0.1420219245603893	0.0005608074384599169	0.011115869668138757
DEDD2	-0.12476461896220647	0.0005698553531108834	0.01122646261076876
SERPINF2	-0.06166224163933165	0.0005698553531108834	0.01122646261076876
CFAP251	-0.07024690843240988	0.0005698553531108834	0.01122646261076876
PCBP2	0.0797149390695382	0.0005698553531108834	0.01122646261076876
NMT2	0.06011558736734823	0.0005698553531108834	0.01122646261076876
IL10RB	-0.13949067452138886	0.0005698553531108834	0.01122646261076876
ERI1	-0.06641578906789469	0.0005698553531108834	0.01122646261076876
CDYL	-0.0979687847687325	0.0005698553531108834	0.01122646261076876
RNF8	-0.04162446645098661	0.0005698553531108834	0.01122646261076876
CCNDBP1	-0.10642874344833042	0.0005698553531108834	0.01122646261076876
KIFC1	0.08370801883061851	0.0005790390523141454	0.011358991542608641
EOGT	-0.05431101487672896	0.0005790390523141454	0.011358991542608641
MAP4K3-DT	-0.04015569954787224	0.0005790390523141454	0.011358991542608641
PRKCH-AS1	-0.08627823095094145	0.0005790390523141454	0.011358991542608641
MORF4L1	-0.08602553451522743	0.0005790390523141454	0.011358991542608641
MT-ND6	0.023371224074229424	0.0005790390523141454	0.011358991542608641
BSG	0.21590048900573056	0.0005790390523141454	0.011358991542608641
CHIC2	-0.0396595304474372	0.0005883603996100887	0.011451623219831241
CABLES2	0.06125453734035746	0.0005883603996100887	0.011451623219831241
ABCG8	-0.06933127064568478	0.0005883603996100887	0.011451623219831241
ZNFX1	-0.16371983343686614	0.0005883603996100887	0.011451623219831241
PDSS1	0.07894892499783412	0.0005883603996100887	0.011451623219831241
ARV1	0.07496112754824735	0.0005883603996100887	0.011451623219831241
TNK2	-0.22287608489118482	0.0005883603996100887	0.011451623219831241
IVNS1ABP	-0.24622070585221056	0.0005883603996100887	0.011451623219831241
ZRANB2	0.15980196685145565	0.0005883603996100887	0.011451623219831241
UBE2J1	-0.1449851312042747	0.0005883603996100887	0.011451623219831241
DAPP1	-0.09972916488520611	0.0005883603996100887	0.011451623219831241
COQ3	0.0719434317620673	0.0005883603996100887	0.011451623219831241
ABTB2	-0.12936711196162354	0.0005883603996100887	0.011451623219831241
PHLDB3	0.0845949149860794	0.0005978212812866682	0.011586993552507112
CD164	-0.21499262275229825	0.0005978212812866682	0.011586993552507112
CCDC92B	0.07011821970052234	0.0005978212812866682	0.011586993552507112
CETN3	0.05568960787390109	0.0005978212812866682	0.011586993552507112
RAP1B	-0.2663444019059309	0.0005978212812866682	0.011586993552507112
CCDC68	-0.2715372692614033	0.0005978212812866682	0.011586993552507112
NDUFAF4	0.09211861919683684	0.0005978212812866682	0.011586993552507112
ORC6	0.0704943625292751	0.0006074236066135842	0.011703028154088389
ARHGEF38	-0.07662562124011174	0.0006074236066135842	0.011703028154088389
BCS1L	0.11236046628881469	0.0006074236066135842	0.011703028154088389
ATRN	0.09367875441075779	0.0006074236066135842	0.011703028154088389
PLXDC2-AS1	0.09002477152721311	0.0006074236066135842	0.011703028154088389
KLF9	0.07943366626348602	0.0006074236066135842	0.011703028154088389
LINC01224	0.057604782246614805	0.0006074236066135842	0.011703028154088389
CHILL1	-0.13923417981592004	0.0006074236066135842	0.011703028154088389
COQ7	0.061449915680863665	0.0006074236066135842	0.011703028154088389
YLPM1	0.09219290894318188	0.0006074236066135842	0.011703028154088389
ADGRF3	0.15449678567334701	0.0006171693080782367	0.011869599622029926
FTL	0.14589347395080932	0.0006171693080782367	0.011869599622029926
HNRNPU	0.10011695664398657	0.0006171693080782367	0.011869599622029926
CHRNA1	0.09605596136105143	0.0006270603416234551	0.01196738746324764
SARS2	0.0852805683411848	0.0006270603416234551	0.01196738746324764
ST3GAL4	-0.54714743377333	0.0006270603416234551	0.01196738746324764
CHCHD3	0.1007437612255988	0.0006270603416234551	0.01196738746324764
HPGDS	0.09036326445391918	0.0006270603416234551	0.01196738746324764
AREG	-0.17326407755852746	0.0006270603416234551	0.01196738746324764
IFNGR2	-0.15918554269643126	0.0006270603416234551	0.01196738746324764
ITGB3BP	0.06569273989365998	0.0006270603416234551	0.01196738746324764
EFNA2	-0.08260177486208664	0.0006270603416234551	0.01196738746324764
UBXN2A	-0.0453011733657096	0.0006270603416234551	0.01196738746324764
LGI4	0.14647684922457826	0.0006270603416234551	0.01196738746324764
MTHFR	-0.16330061718097832	0.0006270603416234551	0.01196738746324764
STRBP	0.1656286702472034	0.0006270603416234551	0.01196738746324764
HDAC11	-0.11290417859861646	0.0006370986868870157	0.012137498703448454
EDAR	-0.02265877867482946	0.0006370986868870157	0.012137498703448454
GBA2	0.11021394907112558	0.0006370986868870157	0.012137498703448454
KCNJ2	0.10452810103898535	0.0006472863474429413	0.012252259938031067
BEST2	0.28210221835682936	0.0006472863474429413	0.012252259938031067
GPR78	-0.22229801350731287	0.0006472863474429413	0.012252259938031067
DHX16	0.09183348499083421	0.0006472863474429413	0.012252259938031067
ZNF141	0.047444495024803635	0.0006472863474429413	0.012252259938031067
ELANE	0.13142119359470505	0.0006472863474429413	0.012252259938031067
CYP1A1	-0.22386306056998612	0.0006472863474429413	0.012252259938031067
MAD2L1	0.10480692049509321	0.0006472863474429413	0.012252259938031067
PARP1	0.1319780888001394	0.0006472863474429413	0.012252259938031067
KCNK17	-0.08141083095573165	0.0006472863474429413	0.012252259938031067
PMEPA1	-0.16270666845898862	0.0006472863474429413	0.012252259938031067
UBE2C	0.1541897084432391	0.0006576253510445931	0.012411671931551831
NPTN	-0.15830220369604353	0.0006576253510445931	0.012411671931551831
COL6A2	0.22427820350248107	0.0006576253510445931	0.012411671931551831
UBXN10	-0.06932902945521136	0.0006576253510445931	0.012411671931551831
SPATA24	0.039088180599764266	0.0006576253510445931	0.012411671931551831
SCN9A	0.0972932586111952	0.0006681177498695623	0.012558440956897787
MDK	-0.29305807330339384	0.0006681177498695623	0.012558440956897787
SH3D21	-0.21456557384102126	0.0006681177498695623	0.012558440956897787
SEC22C	-0.044308388869650495	0.0006681177498695623	0.012558440956897787
MAOB	-0.11555586739122647	0.0006681177498695623	0.012558440956897787
TTC21B	0.060670871570763785	0.0006681177498695623	0.012558440956897787
TRMU	0.06985205850412513	0.0006681177498695623	0.012558440956897787
PLEKHG6	0.15880912357935761	0.0006787656207663526	0.01272164772030417
KIF18B	0.08998445559751866	0.0006787656207663526	0.01272164772030417
UQCRC1	0.17663066060356636	0.0006787656207663526	0.01272164772030417
DST	-0.21046564736038187	0.0006787656207663526	0.01272164772030417
SLAIN2	-0.16975281417463628	0.0006787656207663526	0.01272164772030417
SAMD5	-0.16765119747499346	0.0006895710655028679	0.012805528541707877
ADIPOR1	-0.08535229783655351	0.0006895710655028679	0.012805528541707877
BCL2L15	0.2412398691236768	0.0006895710655028679	0.012805528541707877
ATP1A1	0.0862422395915976	0.0006895710655028679	0.012805528541707877
LAS1L	0.10703400566221544	0.0006895710655028679	0.012805528541707877
PRR22	0.06846463667153513	0.0006895710655028679	0.012805528541707877
LINC00488	0.08140834847958955	0.0006895710655028679	0.012805528541707877
COL14A1	0.12778284519968142	0.0006895710655028679	0.012805528541707877
ZNF460-AS1	0.06122134333982221	0.0006895710655028679	0.012805528541707877
TNFRSF1B	-0.15886536604342205	0.0006895710655028679	0.012805528541707877
SYNJ2	-0.09027629931008785	0.0006895710655028679	0.012805528541707877
EEIG1	-0.2242776313677819	0.0006895710655028679	0.012805528541707877
HOXA3	0.08483821181335971	0.0006895710655028679	0.012805528541707877
DPY19L1	-0.16770570875485347	0.0006895710655028679	0.012805528541707877
PLA2G12A	0.09459425675721866	0.0006895710655028679	0.012805528541707877
VPS13B-DT	0.08136384621759674	0.0006895710655028679	0.012805528541707877
NOL4L	0.12703066765857862	0.0007005362110167118	0.012979368104286737
TPI1	0.11205416518112843	0.0007005362110167118	0.012979368104286737
ITPR3	-0.2272226305726135	0.0007005362110167118	0.012979368104286737
TRABD2A	0.21086610159447838	0.0007005362110167118	0.012979368104286737
ATG16L1	-0.11642583320039934	0.0007116632096672809	0.01307327739529543
ESRP1	0.1184016918044346	0.0007116632096672809	0.01307327739529543
TCF7L2	-0.31245156066277424	0.0007116632096672809	0.01307327739529543
PLXNA3	-0.34774209902321385	0.0007116632096672809	0.01307327739529543
LOC105375166	-0.08818273404681065	0.0007116632096672809	0.01307327739529543
MRPL2	0.13038664815423506	0.0007116632096672809	0.01307327739529543
SNHG30	0.04346189997278049	0.0007116632096672809	0.01307327739529543
MYRIP	0.07162163320326487	0.0007116632096672809	0.01307327739529543
KLHL35	-0.0801077180018851	0.0007116632096672809	0.01307327739529543
CAPN10-DT	0.02399153515959096	0.0007116632096672809	0.01307327739529543
MBD6	0.15448415439569185	0.0007116632096672809	0.01307327739529543
ARPIN-AP3S2	0.1646937132848616	0.0007116632096672809	0.01307327739529543
ZNF669	-0.031035497574221083	0.0007116632096672809	0.01307327739529543
DNAJC3	-0.16726110982230047	0.0007116632096672809	0.01307327739529543
LINC02688	-0.07797445665805458	0.0007116632096672809	0.01307327739529543
HSPB6	0.09242029233992899	0.0007229542394896843	0.013243114218337352
PGAP2	0.06669970040540574	0.0007229542394896843	0.013243114218337352
HELLS	0.10495185459661349	0.0007229542394896843	0.013243114218337352
PLCL2	0.053648528680126484	0.0007229542394896843	0.013243114218337352
OTULINL	-0.15673109885711556	0.0007229542394896843	0.013243114218337352
GK-AS1	-0.10942750980500826	0.000734411504450468	0.013347238391944271
AKR1B1	0.10462520177698376	0.000734411504450468	0.013347238391944271
STT3A	-0.13515035161632927	0.000734411504450468	0.013347238391944271
MRPL48	0.09235220194680172	0.000734411504450468	0.013347238391944271
CCNO-DT	-0.11939848399239705	0.000734411504450468	0.013347238391944271
PIAS1	-0.09272684354347205	0.000734411504450468	0.013347238391944271
SUPT7L	0.04790105836569469	0.000734411504450468	0.013347238391944271
VIPR1	0.1280426461004711	0.000734411504450468	0.013347238391944271
SOWAHA	0.13175162666021745	0.000734411504450468	0.013347238391944271
OSBPL8	-0.16593815098863707	0.000734411504450468	0.013347238391944271
CDC42SE1	-0.08674461024520363	0.000734411504450468	0.013347238391944271
SAA1	-0.2345107081511924	0.000734411504450468	0.013347238391944271
STRIP2	-0.15329552242019906	0.000734411504450468	0.013347238391944271
TPRKB	0.08030071918234238	0.000734411504450468	0.013347238391944271
PITRM1-AS1	-0.06064625483974628	0.0007460372347051616	0.013475297551861982
WWC2	-0.0997473366302335	0.0007460372347051616	0.013475297551861982
SNAI2	0.05268867094729934	0.0007460372347051616	0.013475297551861982
CYB561A3	0.13711179135366658	0.0007460372347051616	0.013475297551861982
MCM5	0.11378121772263294	0.0007460372347051616	0.013475297551861982
MTIF2	0.07880168826540013	0.0007460372347051616	0.013475297551861982
MCM3	0.1660133110578128	0.0007460372347051616	0.013475297551861982
MAMDC4	0.18890888393051175	0.0007460372347051616	0.013475297551861982
IQCF1	-0.1338952844691638	0.0007460372347051616	0.013475297551861982
SPATA25	0.055098375244967746	0.0007460372347051616	0.013475297551861982
SUGT1P4-STRA6LP	0.04366834677005793	0.0007460372347051616	0.013475297551861982
DHX38	0.07850183948564515	0.0007578336868576419	0.013597317503441326
WASL-DT	0.040756405913041194	0.0007578336868576419	0.013597317503441326
EFHC1	-0.07206708474717938	0.0007578336868576419	0.013597317503441326
VWA5A	0.13436557139862382	0.0007578336868576419	0.013597317503441326
VPS4B	-0.2701598832380978	0.0007578336868576419	0.013597317503441326
TPD52L1	-0.10047622484205854	0.0007578336868576419	0.013597317503441326
TLE2	0.150624856920774	0.0007578336868576419	0.013597317503441326
ZNF135	0.03702153421444332	0.0007578336868576419	0.013597317503441326
C2CD4D-AS1	-0.08780816460352858	0.0007578336868576419	0.013597317503441326
GPC2	0.05110133959162533	0.0007578336868576419	0.013597317503441326
PPP1R3B	-0.11952765008781263	0.0007578336868576419	0.013597317503441326
SCG5	-0.07869763983884592	0.0007578336868576419	0.013597317503441326
VPS53	-0.10897875524127865	0.0007698031442213161	0.013751097225251413
GHITM	0.12060844988796893	0.0007698031442213161	0.013751097225251413
MARK4	-0.04457013229955842	0.0007698031442213161	0.013751097225251413
HNRNPA3	0.13214176926288657	0.0007698031442213161	0.013751097225251413
LOC124905349	0.09333925567024948	0.0007698031442213161	0.013751097225251413
NEK11	-0.0684470392720018	0.0007698031442213161	0.013751097225251413
PLIN3-AS1	-0.09334688441041195	0.0007698031442213161	0.013751097225251413
LINC03088	0.1820398986984487	0.0007698031442213161	0.013751097225251413
MYO19	0.10223099509157718	0.0007819479170821374	0.01391428816938682
F11R	-0.21940836147815546	0.0007819479170821374	0.01391428816938682
FASTKD1	0.18774512270162425	0.0007819479170821374	0.01391428816938682
MS4A10	0.15074596289931363	0.0007819479170821374	0.01391428816938682
CHERP	0.10254286180057859	0.0007819479170821374	0.01391428816938682
GFRA3	0.1015732776425724	0.0007819479170821374	0.01391428816938682
PABIR2	0.07926375646771522	0.0007819479170821374	0.01391428816938682
GRIN1	0.1481082529698876	0.0007942703429634361	0.014110286751394347
ATP5MC1	0.26587613759804274	0.0007942703429634361	0.014110286751394347
SCARF1	0.08337626641187312	0.0007942703429634361	0.014110286751394347
ADH6	0.12797857823980152	0.0008067727868925867	0.014223105428180416
DCP2	0.06253963117362504	0.0008067727868925867	0.014223105428180416
LOC124900275	-0.10712450102678606	0.0008067727868925867	0.014223105428180416
ME2	0.2063950390307392	0.0008067727868925867	0.014223105428180416
ZNF20	-0.033198503710631044	0.0008067727868925867	0.014223105428180416
TENM3-AS1	-0.08806699373529636	0.0008067727868925867	0.014223105428180416
PPP1R21-DT	0.13763364248588367	0.0008067727868925867	0.014223105428180416
TSC22D1-AS1	0.04657692694530868	0.0008067727868925867	0.014223105428180416
CCDC150	0.05496756108417988	0.0008067727868925867	0.014223105428180416
PLCD1	0.23495321621745102	0.0008067727868925867	0.014223105428180416
TERT	0.13558138544948517	0.0008067727868925867	0.014223105428180416
MINCR	0.05084981650510201	0.0008067727868925867	0.014223105428180416
RPIA	0.10012091132786227	0.0008067727868925867	0.014223105428180416
MIR559	-0.07672430248503503	0.0008067727868925867	0.014223105428180416
FAM177B	-0.12878657556331685	0.000819457641669499	0.01441532877475997
TMEM214	-0.12851711227130114	0.000819457641669499	0.01441532877475997
LINC01311	0.05465803632510746	0.000819457641669499	0.01441532877475997
KYNU	-0.11121807104398007	0.000819457641669499	0.01441532877475997
HDAC6	0.08344358836137267	0.0008323273281369448	0.014507684952685314
LDAF1	-0.08266528453447819	0.0008323273281369448	0.014507684952685314
AGAP2-AS1	-0.04637800727846331	0.0008323273281369448	0.014507684952685314
PCDHGA11	0.07826809541652902	0.0008323273281369448	0.014507684952685314
TIMM8A	0.04637060694385364	0.0008323273281369448	0.014507684952685314
NSDHL	-0.10567477543409698	0.0008323273281369448	0.014507684952685314
SNORD2	-0.09829237012992884	0.0008323273281369448	0.014507684952685314
KRT1	0.18279788054225943	0.0008323273281369448	0.014507684952685314
AATK	-0.24948346759470863	0.0008323273281369448	0.014507684952685314
ATP6V0A1	-0.1346246738710728	0.0008323273281369448	0.014507684952685314
GAS5-AS1	0.052285856495151606	0.0008323273281369448	0.014507684952685314
RGS3	0.08197210356480578	0.0008323273281369448	0.014507684952685314
ZNF518B	0.09614533609220133	0.0008323273281369448	0.014507684952685314
SLC39A14	-0.19841769873328463	0.0008323273281369448	0.014507684952685314
CUX1	0.11540728442729442	0.0008323273281369448	0.014507684952685314
SLC22A15	-0.0851147330477039	0.0008323273281369448	0.014507684952685314
MIX23	0.06122775976398098	0.0008323273281369448	0.014507684952685314
DOK4	-0.16373498812805476	0.0008453842954527191	0.014703599610539285
TGFBR2	-0.14484976004695715	0.0008453842954527191	0.014703599610539285
SLC35A1	-0.12969678326372125	0.0008453842954527191	0.014703599610539285
PIGU	0.08885770789008962	0.0008453842954527191	0.014703599610539285
ANO6	-0.13007595317754794	0.0008586310213636186	0.014830399626199363
LIF	-0.08166578603991193	0.0008586310213636186	0.014830399626199363
CABP4	-0.07493490515016821	0.0008586310213636186	0.014830399626199363
PAAF1	0.06921899884000937	0.0008586310213636186	0.014830399626199363
RNA5SP226	-0.09293958030013966	0.0008586310213636186	0.014830399626199363
GALM	0.09984806896774945	0.0008586310213636186	0.014830399626199363
WASHC2C	0.13767329362243474	0.0008586310213636186	0.014830399626199363
CLCC1	0.12290319423571772	0.0008586310213636186	0.014830399626199363
LOC124903883	-0.0963624497690112	0.0008586310213636186	0.014830399626199363
CDCA4	0.05062306198705824	0.0008586310213636186	0.014830399626199363
NOD1	0.04419266935686883	0.0008586310213636186	0.014830399626199363
RASSF6	-0.16854446510899956	0.0008586310213636186	0.014830399626199363
NAXD-AS1	-0.047154858343922856	0.0008586310213636186	0.014830399626199363
BEX4	0.09072369190856366	0.0008720700124812773	0.015006465796913336
C20orf96	0.04001728749877875	0.0008720700124812773	0.015006465796913336
DLGAP4	-0.08487112676383224	0.0008720700124812773	0.015006465796913336
GGT6	0.14720129210719524	0.0008720700124812773	0.015006465796913336
PLUT	-0.15139560409932368	0.0008720700124812773	0.015006465796913336
AK3	0.14193940317182907	0.0008720700124812773	0.015006465796913336
NUDT15	0.07913401546490917	0.0008720700124812773	0.015006465796913336
KIFC2	0.1834732181580756	0.0008857038045598238	0.015080726326140124
NQO1-AS1	-0.11378814112117763	0.0008857038045598238	0.015080726326140124
CRIP1	-0.3466925044831135	0.0008857038045598238	0.015080726326140124
R3HDML-AS1	0.06432883543644441	0.0008857038045598238	0.015080726326140124
JMJD1C	-0.09156651249080294	0.0008857038045598238	0.015080726326140124
S100A16	-0.2944199115009427	0.0008857038045598238	0.015080726326140124
RAB5B	-0.1270234466036695	0.0008857038045598238	0.015080726326140124
PRPF19	0.14428231451023432	0.0008857038045598238	0.015080726326140124
MRPL11	0.15080347589204668	0.0008857038045598238	0.015080726326140124
ALS2	-0.09576976588100394	0.0008857038045598238	0.015080726326140124
SLC33A2	0.13811388642798028	0.0008857038045598238	0.015080726326140124
ABTB1	-0.13881557093852437	0.0008857038045598238	0.015080726326140124
SEC14L2	-0.16246852814880086	0.0008857038045598238	0.015080726326140124
TTC9C	0.050539782908106456	0.0008857038045598238	0.015080726326140124
SERAC1	-0.06729089348695116	0.0008857038045598238	0.015080726326140124
MIR3936HG	0.06539631756202402	0.0008857038045598238	0.015080726326140124
SOCS6	-0.13880439131963218	0.0008857038045598238	0.015080726326140124
NEU4	0.23204188365735323	0.0008857038045598238	0.015080726326140124
MT-TY	0.30510428933771294	0.0008857038045598238	0.015080726326140124
ASAP3	0.1624039828027808	0.0008857038045598238	0.015080726326140124
PPP1R14A	0.07324730353464248	0.0008995349627753722	0.015268037585271762
GLG1	-0.1785984073007807	0.0008995349627753722	0.015268037585271762
TOR3A	0.0787796636480056	0.0008995349627753722	0.015268037585271762
PRR15	0.1754692184078439	0.0008995349627753722	0.015268037585271762
ZGRF1	0.041370003253139	0.0008995349627753722	0.015268037585271762
KCNH8	-0.05837258976158011	0.0008995349627753722	0.015268037585271762
YWHAQ	0.10384494736623173	0.0009135660820073616	0.015425303569334524
JKAMP	-0.08577884666515967	0.0009135660820073616	0.015425303569334524
MIA3	-0.11906570590978527	0.0009135660820073616	0.015425303569334524
MHENCR	0.06134152159393014	0.0009135660820073616	0.015425303569334524
CSE1L-DT	-0.1552466290159104	0.0009135660820073616	0.015425303569334524
MLKL	-0.08147085915254748	0.0009135660820073616	0.015425303569334524
ACADS	0.2803772098273716	0.0009135660820073616	0.015425303569334524
RBBP6	0.10413883182157324	0.0009135660820073616	0.015425303569334524
ZBTB43	-0.11777673760073681	0.0009135660820073616	0.015425303569334524
KLK7	-0.2718805727690472	0.0009135660820073616	0.015425303569334524
HAUS8	0.05724689150709983	0.0009277997871217119	0.015641158077893527
HMGB1	0.13646883631851559	0.0009277997871217119	0.015641158077893527
RPS6KL1	0.0694733189341723	0.0009277997871217119	0.015641158077893527
HOXA5	0.1079698547390926	0.0009422387332558407	0.0157451643355834
GFUS	-0.2206909834595514	0.0009422387332558407	0.0157451643355834
PELO-AS1	-0.0960008037358156	0.0009422387332558407	0.0157451643355834
IGFN1	-0.12129828385531682	0.0009422387332558407	0.0157451643355834
KIF4A	0.07297066823878273	0.0009422387332558407	0.0157451643355834
FNDC3B	-0.18565671632892178	0.0009422387332558407	0.0157451643355834
ANO9	0.26552879428353693	0.0009422387332558407	0.0157451643355834
STEAP1	0.08880288023950156	0.0009422387332558407	0.0157451643355834
PLAAT3	-0.16841716464655132	0.0009422387332558407	0.0157451643355834
MAP1LC3B2	-0.050326400849837194	0.0009422387332558407	0.0157451643355834
TBL1X	-0.1179467261583298	0.0009422387332558407	0.0157451643355834
PPARGC1B	0.15999737185400442	0.0009422387332558407	0.0157451643355834
BRINP3-DT	0.11886872590402037	0.0009422387332558407	0.0157451643355834
AP1S1	-0.12761822981163684	0.0009422387332558407	0.0157451643355834
NUDT4B	-0.21635684964330837	0.0009422387332558407	0.0157451643355834
