source	native	name	p_value	term_size	query_size	intersection_size	precision	recall	effective_domain_size	minus_log10_p
GO:BP	GO:0045723	positive regulation of fatty acid biosynthetic process	1.0	22	26	1	0.038461538461538464	0.045454545454545456	21026	-0.0
GO:BP	GO:0045730	respiratory burst	1.0	39	26	1	0.038461538461538464	0.02564102564102564	21026	-0.0
GO:BP	GO:0045785	positive regulation of cell adhesion	1.0	488	26	2	0.07692307692307693	0.004098360655737705	21026	-0.0
GO:BP	GO:0045787	positive regulation of cell cycle	1.0	351	26	1	0.038461538461538464	0.002849002849002849	21026	-0.0
GO:BP	GO:0046365	monosaccharide catabolic process	1.0	50	26	1	0.038461538461538464	0.02	21026	-0.0
GO:BP	GO:0045833	negative regulation of lipid metabolic process	1.0	100	26	1	0.038461538461538464	0.01	21026	-0.0
GO:BP	GO:0045859	regulation of protein kinase activity	1.0	402	26	1	0.038461538461538464	0.0024875621890547263	21026	-0.0
GO:BP	GO:0045916	negative regulation of complement activation	1.0	14	26	1	0.038461538461538464	0.07142857142857142	21026	-0.0
GO:BP	GO:0045920	negative regulation of exocytosis	1.0	36	26	1	0.038461538461538464	0.027777777777777776	21026	-0.0
GO:BP	GO:0045922	negative regulation of fatty acid metabolic process	1.0	37	26	1	0.038461538461538464	0.02702702702702703	21026	-0.0
GO:BP	GO:0045923	positive regulation of fatty acid metabolic process	1.0	39	26	1	0.038461538461538464	0.02564102564102564	21026	-0.0
GO:BP	GO:0045931	positive regulation of mitotic cell cycle	1.0	124	26	1	0.038461538461538464	0.008064516129032258	21026	-0.0
GO:BP	GO:0045934	negative regulation of nucleobase-containing compound metabolic process	1.0	1529	26	1	0.038461538461538464	0.0006540222367560497	21026	-0.0
GO:BP	GO:0045936	negative regulation of phosphate metabolic process	1.0	304	26	2	0.07692307692307693	0.006578947368421052	21026	-0.0
GO:BP	GO:0045939	negative regulation of steroid metabolic process	1.0	28	26	1	0.038461538461538464	0.03571428571428571	21026	-0.0
GO:BP	GO:0045980	negative regulation of nucleotide metabolic process	1.0	28	26	1	0.038461538461538464	0.03571428571428571	21026	-0.0
GO:BP	GO:0046031	ADP metabolic process	1.0	104	26	1	0.038461538461538464	0.009615384615384616	21026	-0.0
GO:BP	GO:0046032	ADP catabolic process	1.0	97	26	1	0.038461538461538464	0.010309278350515464	21026	-0.0
GO:BP	GO:0046034	ATP metabolic process	1.0	229	26	1	0.038461538461538464	0.004366812227074236	21026	-0.0
GO:BP	GO:0046651	lymphocyte proliferation	1.0	311	26	2	0.07692307692307693	0.006430868167202572	21026	-0.0
GO:BP	GO:0045834	positive regulation of lipid metabolic process	1.0	129	26	1	0.038461538461538464	0.007751937984496124	21026	-0.0
GO:BP	GO:0046683	response to organophosphorus	1.0	132	26	1	0.038461538461538464	0.007575757575757576	21026	-0.0
GO:BP	GO:0046889	positive regulation of lipid biosynthetic process	1.0	92	26	1	0.038461538461538464	0.010869565217391304	21026	-0.0
GO:BP	GO:0046879	hormone secretion	1.0	324	26	1	0.038461538461538464	0.0030864197530864196	21026	-0.0
GO:BP	GO:0048731	system development	1.0	4053	26	6	0.23076923076923078	0.0014803849000740192	21026	-0.0
GO:BP	GO:0048732	gland development	1.0	454	26	4	0.15384615384615385	0.00881057268722467	21026	-0.0
GO:BP	GO:0048753	pigment granule organization	1.0	40	26	1	0.038461538461538464	0.025	21026	-0.0
GO:BP	GO:0048839	inner ear development	1.0	208	26	1	0.038461538461538464	0.004807692307692308	21026	-0.0
GO:BP	GO:0048850	hypophysis morphogenesis	1.0	3	26	1	0.038461538461538464	0.3333333333333333	21026	-0.0
GO:BP	GO:0048852	diencephalon morphogenesis	1.0	4	26	1	0.038461538461538464	0.25	21026	-0.0
GO:BP	GO:0048853	forebrain morphogenesis	1.0	14	26	1	0.038461538461538464	0.07142857142857142	21026	-0.0
GO:BP	GO:0048854	brain morphogenesis	1.0	39	26	1	0.038461538461538464	0.02564102564102564	21026	-0.0
GO:BP	GO:0048855	adenohypophysis morphogenesis	1.0	1	26	1	0.038461538461538464	1.0	21026	-0.0
GO:BP	GO:0048856	anatomical structure development	1.0	5997	26	9	0.34615384615384615	0.0015007503751875938	21026	-0.0
GO:BP	GO:0048869	cellular developmental process	1.0	4438	26	5	0.19230769230769232	0.0011266336187471834	21026	-0.0
GO:BP	GO:0048870	cell motility	1.0	1793	26	6	0.23076923076923078	0.0033463469046291134	21026	-0.0
GO:BP	GO:0048871	multicellular organismal-level homeostasis	1.0	825	26	4	0.15384615384615385	0.0048484848484848485	21026	-0.0
GO:BP	GO:0048872	homeostasis of number of cells	1.0	332	26	2	0.07692307692307693	0.006024096385542169	21026	-0.0
GO:BP	GO:0048878	chemical homeostasis	1.0	1043	26	2	0.07692307692307693	0.0019175455417066154	21026	-0.0
GO:BP	GO:0050435	amyloid-beta metabolic process	1.0	57	26	1	0.038461538461538464	0.017543859649122806	21026	-0.0
GO:BP	GO:0050482	arachidonate secretion	1.0	32	26	1	0.038461538461538464	0.03125	21026	-0.0
GO:BP	GO:0050670	regulation of lymphocyte proliferation	1.0	237	26	2	0.07692307692307693	0.008438818565400843	21026	-0.0
GO:BP	GO:0050671	positive regulation of lymphocyte proliferation	1.0	143	26	2	0.07692307692307693	0.013986013986013986	21026	-0.0
GO:BP	GO:0050673	epithelial cell proliferation	1.0	441	26	1	0.038461538461538464	0.0022675736961451248	21026	-0.0
GO:BP	GO:0050678	regulation of epithelial cell proliferation	1.0	364	26	1	0.038461538461538464	0.0027472527472527475	21026	-0.0
GO:BP	GO:0050727	regulation of inflammatory response	1.0	390	26	2	0.07692307692307693	0.005128205128205128	21026	-0.0
GO:BP	GO:0050730	regulation of peptidyl-tyrosine phosphorylation	1.0	198	26	1	0.038461538461538464	0.005050505050505051	21026	-0.0
GO:BP	GO:0050732	negative regulation of peptidyl-tyrosine phosphorylation	1.0	40	26	1	0.038461538461538464	0.025	21026	-0.0
GO:BP	GO:0050776	regulation of immune response	1.0	947	26	3	0.11538461538461539	0.0031678986272439284	21026	-0.0
GO:BP	GO:0050777	negative regulation of immune response	1.0	198	26	2	0.07692307692307693	0.010101010101010102	21026	-0.0
GO:BP	GO:0050778	positive regulation of immune response	1.0	760	26	2	0.07692307692307693	0.002631578947368421	21026	-0.0
GO:BP	GO:0050789	regulation of biological process	1.0	12336	26	17	0.6538461538461539	0.0013780804150453957	21026	-0.0
GO:BP	GO:0050790	regulation of catalytic activity	1.0	928	26	1	0.038461538461538464	0.0010775862068965517	21026	-0.0
GO:BP	GO:0048729	tissue morphogenesis	1.0	614	26	1	0.038461538461538464	0.0016286644951140066	21026	-0.0
GO:BP	GO:0046718	symbiont entry into host cell	1.0	139	26	1	0.038461538461538464	0.007194244604316547	21026	-0.0
GO:BP	GO:0048646	anatomical structure formation involved in morphogenesis	1.0	1199	26	3	0.11538461538461539	0.0025020850708924102	21026	-0.0
GO:BP	GO:0048608	reproductive structure development	1.0	314	26	2	0.07692307692307693	0.006369426751592357	21026	-0.0
GO:BP	GO:0046883	regulation of hormone secretion	1.0	268	26	1	0.038461538461538464	0.0037313432835820895	21026	-0.0
GO:BP	GO:0045597	positive regulation of cell differentiation	1.0	879	26	1	0.038461538461538464	0.0011376564277588168	21026	-0.0
GO:BP	GO:0046890	regulation of lipid biosynthetic process	1.0	182	26	1	0.038461538461538464	0.005494505494505495	21026	-0.0
GO:BP	GO:0046903	secretion	1.0	992	26	1	0.038461538461538464	0.0010080645161290322	21026	-0.0
GO:BP	GO:0046942	carboxylic acid transport	1.0	355	26	1	0.038461538461538464	0.0028169014084507044	21026	-0.0
GO:BP	GO:0048002	antigen processing and presentation of peptide antigen	1.0	68	26	1	0.038461538461538464	0.014705882352941176	21026	-0.0
GO:BP	GO:0048066	developmental pigmentation	1.0	49	26	1	0.038461538461538464	0.02040816326530612	21026	-0.0
GO:BP	GO:0048069	eye pigmentation	1.0	6	26	1	0.038461538461538464	0.16666666666666666	21026	-0.0
GO:BP	GO:0048070	regulation of developmental pigmentation	1.0	15	26	1	0.038461538461538464	0.06666666666666667	21026	-0.0
GO:BP	GO:0048073	regulation of eye pigmentation	1.0	3	26	1	0.038461538461538464	0.3333333333333333	21026	-0.0
GO:BP	GO:0048232	male gamete generation	1.0	668	26	1	0.038461538461538464	0.0014970059880239522	21026	-0.0
GO:BP	GO:0048240	sperm capacitation	1.0	34	26	1	0.038461538461538464	0.029411764705882353	21026	-0.0
GO:BP	GO:0048284	organelle fusion	1.0	165	26	1	0.038461538461538464	0.006060606060606061	21026	-0.0
GO:BP	GO:0048468	cell development	1.0	2876	26	3	0.11538461538461539	0.001043115438108484	21026	-0.0
GO:BP	GO:0048469	cell maturation	1.0	211	26	1	0.038461538461538464	0.004739336492890996	21026	-0.0
GO:BP	GO:0048513	animal organ development	1.0	3085	26	7	0.2692307692307692	0.00226904376012966	21026	-0.0
GO:BP	GO:0048514	blood vessel morphogenesis	1.0	635	26	1	0.038461538461538464	0.0015748031496062992	21026	-0.0
GO:BP	GO:0048515	spermatid differentiation	1.0	234	26	1	0.038461538461538464	0.004273504273504274	21026	-0.0
GO:BP	GO:0048518	positive regulation of biological process	1.0	6264	26	5	0.19230769230769232	0.0007982120051085569	21026	-0.0
GO:BP	GO:0048519	negative regulation of biological process	1.0	5834	26	10	0.38461538461538464	0.0017140898183064792	21026	-0.0
GO:BP	GO:0048522	positive regulation of cellular process	1.0	5920	26	5	0.19230769230769232	0.0008445945945945946	21026	-0.0
GO:BP	GO:0048523	negative regulation of cellular process	1.0	5629	26	9	0.34615384615384615	0.0015988630307337006	21026	-0.0
GO:BP	GO:0048534	hematopoietic or lymphoid organ development	1.0	102	26	1	0.038461538461538464	0.00980392156862745	21026	-0.0
GO:BP	GO:0048535	lymph node development	1.0	21	26	1	0.038461538461538464	0.047619047619047616	21026	-0.0
GO:BP	GO:0048545	response to steroid hormone	1.0	340	26	3	0.11538461538461539	0.008823529411764706	21026	-0.0
GO:BP	GO:0048583	regulation of response to stimulus	1.0	3993	26	6	0.23076923076923078	0.0015026296018031556	21026	-0.0
GO:BP	GO:0048584	positive regulation of response to stimulus	1.0	2331	26	3	0.11538461538461539	0.001287001287001287	21026	-0.0
GO:BP	GO:0048585	negative regulation of response to stimulus	1.0	1680	26	3	0.11538461538461539	0.0017857142857142857	21026	-0.0
GO:BP	GO:0048589	developmental growth	1.0	663	26	2	0.07692307692307693	0.0030165912518853697	21026	-0.0
GO:BP	GO:0048609	multicellular organismal reproductive process	1.0	1000	26	2	0.07692307692307693	0.002	21026	-0.0
GO:BP	GO:0045596	negative regulation of cell differentiation	1.0	671	26	1	0.038461538461538464	0.0014903129657228018	21026	-0.0
GO:BP	GO:0000041	transition metal ion transport	1.0	100	26	1	0.038461538461538464	0.01	21026	-0.0
GO:BP	GO:0045582	positive regulation of T cell differentiation	1.0	121	26	1	0.038461538461538464	0.008264462809917356	21026	-0.0
GO:BP	GO:0042098	T cell proliferation	1.0	215	26	2	0.07692307692307693	0.009302325581395349	21026	-0.0
GO:BP	GO:0042102	positive regulation of T cell proliferation	1.0	102	26	2	0.07692307692307693	0.0196078431372549	21026	-0.0
GO:BP	GO:0042110	T cell activation	1.0	582	26	2	0.07692307692307693	0.003436426116838488	21026	-0.0
GO:BP	GO:0042119	neutrophil activation	1.0	43	26	1	0.038461538461538464	0.023255813953488372	21026	-0.0
GO:BP	GO:0042127	regulation of cell population proliferation	1.0	1685	26	4	0.15384615384615385	0.002373887240356083	21026	-0.0
GO:BP	GO:0042129	regulation of T cell proliferation	1.0	181	26	2	0.07692307692307693	0.011049723756906077	21026	-0.0
GO:BP	GO:0042157	lipoprotein metabolic process	1.0	91	26	1	0.038461538461538464	0.01098901098901099	21026	-0.0
GO:BP	GO:0042178	xenobiotic catabolic process	1.0	24	26	1	0.038461538461538464	0.041666666666666664	21026	-0.0
GO:BP	GO:0042180	ketone metabolic process	1.0	213	26	2	0.07692307692307693	0.009389671361502348	21026	-0.0
GO:BP	GO:0042221	response to chemical	1.0	3909	26	8	0.3076923076923077	0.0020465592223074956	21026	-0.0
GO:BP	GO:0042246	tissue regeneration	1.0	82	26	1	0.038461538461538464	0.012195121951219513	21026	-0.0
GO:BP	GO:0042304	regulation of fatty acid biosynthetic process	1.0	45	26	1	0.038461538461538464	0.022222222222222223	21026	-0.0
GO:BP	GO:0042325	regulation of phosphorylation	1.0	830	26	1	0.038461538461538464	0.0012048192771084338	21026	-0.0
GO:BP	GO:0042326	negative regulation of phosphorylation	1.0	260	26	1	0.038461538461538464	0.0038461538461538464	21026	-0.0
GO:BP	GO:0042330	taxis	1.0	469	26	1	0.038461538461538464	0.0021321961620469083	21026	-0.0
GO:BP	GO:0042335	cuticle development	1.0	3	26	1	0.038461538461538464	0.3333333333333333	21026	-0.0
GO:BP	GO:0042440	pigment metabolic process	1.0	82	26	1	0.038461538461538464	0.012195121951219513	21026	-0.0
GO:BP	GO:0042446	hormone biosynthetic process	1.0	69	26	1	0.038461538461538464	0.014492753623188406	21026	-0.0
GO:BP	GO:0042537	benzene-containing compound metabolic process	1.0	26	26	1	0.038461538461538464	0.038461538461538464	21026	-0.0
GO:BP	GO:0042542	response to hydrogen peroxide	1.0	98	26	1	0.038461538461538464	0.01020408163265306	21026	-0.0
GO:BP	GO:0042552	myelination	1.0	157	26	1	0.038461538461538464	0.006369426751592357	21026	-0.0
GO:BP	GO:0042554	superoxide anion generation	1.0	41	26	1	0.038461538461538464	0.024390243902439025	21026	-0.0
GO:BP	GO:0042573	retinoic acid metabolic process	1.0	33	26	1	0.038461538461538464	0.030303030303030304	21026	-0.0
GO:BP	GO:0042592	homeostatic process	1.0	1736	26	7	0.2692307692307692	0.004032258064516129	21026	-0.0
GO:BP	GO:0042593	glucose homeostasis	1.0	262	26	1	0.038461538461538464	0.003816793893129771	21026	-0.0
GO:BP	GO:0042594	response to starvation	1.0	219	26	1	0.038461538461538464	0.0045662100456621	21026	-0.0
GO:BP	GO:0042742	defense response to bacterium	1.0	332	26	2	0.07692307692307693	0.006024096385542169	21026	-0.0
GO:BP	GO:0042743	hydrogen peroxide metabolic process	1.0	55	26	2	0.07692307692307693	0.03636363636363636	21026	-0.0
GO:BP	GO:0042744	hydrogen peroxide catabolic process	1.0	31	26	1	0.038461538461538464	0.03225806451612903	21026	-0.0
GO:BP	GO:0042093	T-helper cell differentiation	1.0	81	26	1	0.038461538461538464	0.012345679012345678	21026	-0.0
GO:BP	GO:0042886	amide transport	1.0	332	26	1	0.038461538461538464	0.0030120481927710845	21026	-0.0
GO:BP	GO:0042092	type 2 immune response	1.0	43	26	1	0.038461538461538464	0.023255813953488372	21026	-0.0
GO:BP	GO:0042063	gliogenesis	1.0	352	26	2	0.07692307692307693	0.005681818181818182	21026	-0.0
GO:BP	GO:0034654	nucleobase-containing compound biosynthetic process	1.0	7076	26	1	0.038461538461538464	0.00014132278123233464	21026	-0.0
GO:BP	GO:0034655	nucleobase-containing compound catabolic process	1.0	535	26	1	0.038461538461538464	0.001869158878504673	21026	-0.0
GO:BP	GO:0034975	protein folding in endoplasmic reticulum	1.0	12	26	1	0.038461538461538464	0.08333333333333333	21026	-0.0
GO:BP	GO:0034976	response to endoplasmic reticulum stress	1.0	270	26	1	0.038461538461538464	0.003703703703703704	21026	-0.0
GO:BP	GO:0035239	tube morphogenesis	1.0	879	26	1	0.038461538461538464	0.0011376564277588168	21026	-0.0
GO:BP	GO:0035264	multicellular organism growth	1.0	160	26	1	0.038461538461538464	0.00625	21026	-0.0
GO:BP	GO:0035270	endocrine system development	1.0	141	26	2	0.07692307692307693	0.014184397163120567	21026	-0.0
GO:BP	GO:0035295	tube development	1.0	1101	26	1	0.038461538461538464	0.0009082652134423251	21026	-0.0
GO:BP	GO:0035556	intracellular signal transduction	1.0	2965	26	2	0.07692307692307693	0.0006745362563237774	21026	-0.0
GO:BP	GO:0035592	establishment of protein localization to extracellular region	1.0	382	26	1	0.038461538461538464	0.002617801047120419	21026	-0.0
GO:BP	GO:0035710	CD4-positive, alpha-beta T cell activation	1.0	129	26	2	0.07692307692307693	0.015503875968992248	21026	-0.0
GO:BP	GO:0035739	CD4-positive, alpha-beta T cell proliferation	1.0	23	26	1	0.038461538461538464	0.043478260869565216	21026	-0.0
GO:BP	GO:0035902	response to immobilization stress	1.0	29	26	1	0.038461538461538464	0.034482758620689655	21026	-0.0
GO:BP	GO:0035924	cellular response to vascular endothelial growth factor stimulus	1.0	65	26	1	0.038461538461538464	0.015384615384615385	21026	-0.0
GO:BP	GO:0035966	response to topologically incorrect protein	1.0	157	26	1	0.038461538461538464	0.006369426751592357	21026	-0.0
GO:BP	GO:0035967	cellular response to topologically incorrect protein	1.0	109	26	1	0.038461538461538464	0.009174311926605505	21026	-0.0
GO:BP	GO:0036211	protein modification process	1.0	2846	26	4	0.15384615384615385	0.0014054813773717498	21026	-0.0
GO:BP	GO:0036230	granulocyte activation	1.0	51	26	1	0.038461538461538464	0.0196078431372549	21026	-0.0
GO:BP	GO:0036293	response to decreased oxygen levels	1.0	316	26	1	0.038461538461538464	0.0031645569620253164	21026	-0.0
GO:BP	GO:0036294	cellular response to decreased oxygen levels	1.0	149	26	1	0.038461538461538464	0.006711409395973154	21026	-0.0
GO:BP	GO:0038127	ERBB signaling pathway	1.0	129	26	1	0.038461538461538464	0.007751937984496124	21026	-0.0
GO:BP	GO:0040007	growth	1.0	929	26	2	0.07692307692307693	0.002152852529601722	21026	-0.0
GO:BP	GO:0040011	locomotion	1.0	1255	26	5	0.19230769230769232	0.00398406374501992	21026	-0.0
GO:BP	GO:0040012	regulation of locomotion	1.0	1067	26	5	0.19230769230769232	0.004686035613870665	21026	-0.0
GO:BP	GO:0040013	negative regulation of locomotion	1.0	326	26	1	0.038461538461538464	0.003067484662576687	21026	-0.0
GO:BP	GO:0040017	positive regulation of locomotion	1.0	603	26	3	0.11538461538461539	0.004975124378109453	21026	-0.0
GO:BP	GO:0042058	regulation of epidermal growth factor receptor signaling pathway	1.0	62	26	1	0.038461538461538464	0.016129032258064516	21026	-0.0
GO:BP	GO:0042059	negative regulation of epidermal growth factor receptor signaling pathway	1.0	26	26	1	0.038461538461538464	0.038461538461538464	21026	-0.0
GO:BP	GO:0042060	wound healing	1.0	433	26	2	0.07692307692307693	0.004618937644341801	21026	-0.0
GO:BP	GO:0042088	T-helper 1 type immune response	1.0	49	26	1	0.038461538461538464	0.02040816326530612	21026	-0.0
GO:BP	GO:0042981	regulation of apoptotic process	1.0	1462	26	1	0.038461538461538464	0.0006839945280437756	21026	-0.0
GO:BP	GO:0042982	amyloid precursor protein metabolic process	1.0	74	26	1	0.038461538461538464	0.013513513513513514	21026	-0.0
GO:BP	GO:0042983	amyloid precursor protein biosynthetic process	1.0	14	26	1	0.038461538461538464	0.07142857142857142	21026	-0.0
GO:BP	GO:0043603	amide metabolic process	1.0	455	26	2	0.07692307692307693	0.004395604395604396	21026	-0.0
GO:BP	GO:0043648	dicarboxylic acid metabolic process	1.0	99	26	1	0.038461538461538464	0.010101010101010102	21026	-0.0
GO:BP	GO:0043933	protein-containing complex organization	1.0	3434	26	2	0.07692307692307693	0.0005824111822947001	21026	-0.0
GO:BP	GO:0044085	cellular component biogenesis	1.0	4980	26	3	0.11538461538461539	0.0006024096385542169	21026	-0.0
GO:BP	GO:0044092	negative regulation of molecular function	1.0	553	26	1	0.038461538461538464	0.0018083182640144665	21026	-0.0
GO:BP	GO:0044093	positive regulation of molecular function	1.0	884	26	1	0.038461538461538464	0.0011312217194570137	21026	-0.0
GO:BP	GO:0044238	primary metabolic process	1.0	12342	26	16	0.6153846153846154	0.001296386323124291	21026	-0.0
GO:BP	GO:0044245	polysaccharide digestion	1.0	4	26	1	0.038461538461538464	0.25	21026	-0.0
GO:BP	GO:0044281	small molecule metabolic process	1.0	1776	26	7	0.2692307692307692	0.003941441441441441	21026	-0.0
GO:BP	GO:0044282	small molecule catabolic process	1.0	371	26	2	0.07692307692307693	0.005390835579514825	21026	-0.0
GO:BP	GO:0044283	small molecule biosynthetic process	1.0	593	26	3	0.11538461538461539	0.00505902192242833	21026	-0.0
GO:BP	GO:0044403	biological process involved in symbiotic interaction	1.0	225	26	2	0.07692307692307693	0.008888888888888889	21026	-0.0
GO:BP	GO:0044409	symbiont entry into host	1.0	144	26	1	0.038461538461538464	0.006944444444444444	21026	-0.0
GO:BP	GO:0044419	biological process involved in interspecies interaction between organisms	1.0	1759	26	8	0.3076923076923077	0.0045480386583285955	21026	-0.0
GO:BP	GO:0044770	cell cycle phase transition	1.0	532	26	1	0.038461538461538464	0.0018796992481203006	21026	-0.0
GO:BP	GO:0044772	mitotic cell cycle phase transition	1.0	428	26	1	0.038461538461538464	0.002336448598130841	21026	-0.0
GO:BP	GO:0044843	cell cycle G1/S phase transition	1.0	230	26	1	0.038461538461538464	0.004347826086956522	21026	-0.0
GO:BP	GO:0045063	T-helper 1 cell differentiation	1.0	24	26	1	0.038461538461538464	0.041666666666666664	21026	-0.0
GO:BP	GO:0045064	T-helper 2 cell differentiation	1.0	19	26	1	0.038461538461538464	0.05263157894736842	21026	-0.0
GO:BP	GO:0045087	innate immune response	1.0	984	26	5	0.19230769230769232	0.00508130081300813	21026	-0.0
GO:BP	GO:0045184	establishment of protein localization	1.0	1937	26	2	0.07692307692307693	0.0010325245224574084	21026	-0.0
